669,-48909
670,-64773
671,-74164
672,-31699
673,-29102
674,-48330
675,-91999
676,-49200
677,-41349
678,-64357
679,-78922
680,-48441
681,-23762
682,-38367
683,-70629
684,-63604
685,-35402
686,-57957
687,-84389
688,-69792
689,-21824
690,-33342
691,-54276
692,-83387
693,-39666
694,-44271
695,-65136
696,-81671
697,-34155
698,-29512
699,-47669
700,-83276
701,-50684
702,-37917
703,-59824
704,-76201
705,-53986
706,-27109
707,-40933
708,-75130
709,-66887
710,-34128
711,-59516
712,-73288
713,-71514
714,-25705
715,-33552
716,-60998
717,-84867
718,-36592
719,-49456
720,-69591
721,-83863
722,-31622
723,-27921
724,-45170
725,-82328
726,-53731
727,-37462
728,-63333
729,-83569
730,-50767
731,-23683
732,-39036
733,-67292
734,-69961
735,-34441
736,-54873
737,-70893
738,-67290
739,-26660
740,-35369
741,-57867
742,-80082
743,-36140
744,-46434
745,-62094
746,-75662
747,-34271
748,-29447
749,-47099
750,-79778
751,-43149
752,-39164
753,-64784
754,-81275
755,-50821
756,-24831
757,-38963
758,-76744
759,-67742
760,-35647
761,-61177
762,-83171
763,-67449
764,-21598
765,-34504
766,-55685
767,-84320
768,-40129
769,-44128
770,-65641
771,-82022
772,-35576
773,-29949
774,-45819
775,-88421
776,-55997
777,-36536
778,-56426
779,-72421
780,-49619
781,-26462
782,-40594
783,-75727
784,-66849
785,-34241
786,-58286
787,-68259
788,-70087
789,-26528
790,-34349
791,-60332
792,-82616
793,-35632
794,-52011
795,-72361
796,-82631
797,-31909
798,-27935
799,-44932
800,-85942
801,-52901
802,-38614
803,-63186
804,-86131
805,-47587
806,-22598
807,-38029
808,-67801
809,-72202
810,-33276
811,-49579
812,-68139
813,-66398
814,-24526
815,-33439
816,-54941
817,-88462
818,-39764
819,-43745
820,-59421
821,-71079
822,-33356
823,-30328
824,-47381
825,-85977
826,-50934
827,-39984
828,-65404
829,-77146
830,-52332
831,-25199
832,-39896
833,-74627
834,-68611
835,-34553
836,-56265
837,-76174
838,-70061
839,-22639
840,-32179
841,-55638
842,-82477
843,-39446
844,-43154
845,-67347
846,-86774
847,-33786
848,-28719
849,-44829
850,-77608
851,-52287
852,-36204
853,-57667
854,-74500
855,-50069
856,-25386
857,-39208
858,-70099
859,-63084
860,-32369
861,-56018
862,-66996
863,-66551
864,-25489
865,-33751
866,-58757
867,-85027
868,-34295
869,-43790
870,-64369
871,-77633
872,-27821
873,-20327
874,-35584
875,-77546
876,-43942
877,-32111
878,-59070
879,-83540
880,-47981
881,-23331
882,-41544
883,-72648
884,-78035
885,-40763
886,-57765
887,-79413
888,-73724
889,-27322
890,-36174
891,-55372
892,-84457
893,-38741
894,-43622
895,-59693
896,-78776
897,-35820
898,-29565
899,-46284
900,-81084
901,-48691
902,-39037
903,-63997
904,-75277
905,-52438
906,-23954
907,-37446
908,-74362
909,-67300
910,-33724
911,-57901
912,-74142
913,-66829
914,-22524
915,-31851
916,-52702
917,-77752
918,-38032
919,-45535
920,-72205
921,-90670
922,-32060
923,-27530
924,-43307
925,-81822
926,-57353
927,-35885
928,-56559
929,-78721
930,-53184
931,-25019
932,-38587
933,-68687
934,-70610
935,-32504
936,-49471
937,-63281
938,-63176
939,-23914
940,-33318
941,-57426
942,-83967
943,-35981
944,-49327
945,-66255
946,-71942
947,-33867
948,-27391
949,-44288
950,-84431
951,-48023
952,-38884
953,-64106
954,-80582
955,-46576
956,-21683
957,-37389
958,-67579
959,-70600
960,-33306
961,-50912
962,-75199
963,-70859
964,-22343
965,-31336
966,-50138
967,-78681
968,-37199
969,-39171
970,-58037
971,-78346
972,-34169
973,-27010
974,-42467
975,-78992
976,-48390
977,-36139
978,-61110
979,-70697
980,-49385
981,-22569
982,-35736
983,-70431
984,-65030
985,-29839
986,-53932
987,-67718
988,-67536
989,-22132
990,-29837
991,-48242
992,-74527
993,-35542
994,-42639
995,-68531
996,-85097
997,-30215
998,-24975
999,-41084
1000,-77231
1001,-52868
1002,-34735
1003,-58482
1004,-77425
1005,-53231
1006,-23169
1007,-37608
1008,-67691
1009,-70081
1010,-32716
1011,-50666
1012,-66347
1013,-71982
1014,-28242
1015,-35351
1016,-56759
1017,-81097
1018,-37276
1019,-47091
1020,-63311
1021,-78692
1022,-39425
1023,-29524
1024,-46977
1025,-90399
1026,-54348
1027,-40458
1028,-63534
1029,-82146
1030,-51838
1031,-23784
1032,-37444
1033,-65422
1034,-71783
1035,-34919
1036,-53509
1037,-75390
1038,-71039
1039,-22623
1040,-32596
1041,-50431
1042,-86966
1043,-44137
1044,-42616
1045,-60548
1046,-77443
1047,-33958
1048,-29472
1049,-46032
1050,-80210
1051,-49782
1052,-35992
1053,-56193
1054,-72944
1055,-54563
1056,-25272
1057,-38666
1058,-74228
1059,-74581
1060,-33790
1061,-54527
1062,-69419
1063,-73074
1064,-26455
1065,-32739
1066,-56133
1067,-82085
1068,-36777
1069,-46545
1070,-70075
1071,-88347
1072,-33310
1073,-26457
1074,-42706
1075,-76494
1076,-52433
1077,-36294
1078,-61407
1079,-83966
1080,-55399
1081,-23271
1082,-37444
1083,-65678
1084,-71774
1085,-33058
1086,-48504
1087,-63505
1088,-67196
1089,-27067
1090,-34307
1091,-57515
1092,-90558
1093,-39909
1094,-45829
1095,-64950
1096,-76926
1097,-38321
1098,-29196
1099,-45842
1100,-84813
1101,-50696
1102,-38327
1103,-63987
1104,-82274
1105,-56292
1106,-23727
1107,-37690
1108,-70070
1109,-69444
1110,-34548
1111,-57417
1112,-80437
1113,-72657
1114,-22727
1115,-33111
1116,-51187
1117,-80424
1118,-39594
1119,-40617
1120,-60979
1121,-81216
1122,-36494
1123,-27950
1124,-43464
1125,-83877
1126,-61451
1127,-34752
1128,-55454
1129,-77902
1130,-58041
1131,-25231
1132,-38349
1133,-71091
1134,-70126
1135,-33421
1136,-57700
1137,-65897
1138,-68576
1139,-26726
1140,-33570
1141,-54679
1142,-81297
1143,-37629
1144,-46619
1145,-65126
1146,-81666
1147,-34683
1148,-26572
1149,-42553
1150,-80793
1151,-52854
1152,-36642
1153,-61677
1154,-88752
1155,-53529
1156,-22497
1157,-38026
1158,-63776
1159,-72172
1160,-34077
1161,-49159
1162,-67072
1163,-71776
1164,-27806
1165,-33984
1166,-53982
1167,-89746
1168,-42175
1169,-44934
1170,-61278
1171,-70026
1172,-34811
1173,-29069
1174,-45377
1175,-81897
1176,-50206
1177,-37879
1178,-63405
1179,-73601
1180,-53960
1181,-23789
1182,-36799
1183,-72410
1184,-72948
1185,-33727
1186,-53299
1187,-75050
1188,-75467
1189,-24708
1190,-32441
1191,-52109
1192,-81071
1193,-41405
1194,-43437
1195,-67687
1196,-84544
1197,-35463
1198,-26275
1199,-41401
1200,-77709
1201,-56549
1202,-33711
1203,-51706
1204,-74561
1205,-58839
1206,-25819
1207,-38290
1208,-66376
1209,-67696
1210,-32572
1211,-52639
1212,-64990
1213,-68523
1214,-26727
1215,-32384
1216,-56361
1217,-88657
1218,-38830
1219,-45869
1220,-65087
1221,-77093
1222,-34531
1223,-25753
1224,-42983
1225,-80297
1226,-49701
1227,-36909
1228,-64054
1229,-84493
1230,-50862
1231,-21941
1232,-37578
1233,-67890
1234,-75286
1235,-33687
1236,-48765
1237,-69340
1238,-70091
1239,-24820
1240,-32750
1241,-51534
1242,-84266
1243,-40015
1244,-40843
1245,-56916
1246,-75887
1247,-38953
1248,-28870
1249,-45417
1250,-82849
1251,-52004
1252,-37131
1253,-62657
1254,-72489
1255,-54589
1256,-25071
1257,-37943
1258,-72811
1259,-73136
1260,-33322
1261,-55814
1262,-74594
1263,-76071
1264,-24839
1265,-31699
1266,-54171
1267,-86569
1268,-42461
1269,-43592
1270,-69579
1271,-90859
1272,-35330
1273,-26484
1274,-41977
1275,-76282
1276,-57091
1277,-34229
1278,-55324
1279,-77006
1280,-57842
1281,-24059
1282,-36852
1283,-68956
1284,-76284
1285,-31765
1286,-48286
1287,-62460
1288,-67561
1289,-23796
1290,-27382
1291,-47411
1292,-81477
1293,-33135
1294,-40879
1295,-59317
1296,-73075
1297,-36539
1298,-26562
1299,-45019
1300,-87131
1301,-58352
1302,-43713
1303,-64756
1304,-86904
1305,-59392
1306,-25514
1307,-39002
1308,-70854
1309,-79269
1310,-34449
1311,-49866
1312,-74481
1313,-75606
1314,-24349
1315,-31082
1316,-50587
1317,-87806
1318,-44594
1319,-41077
1320,-58271
1321,-80334
1322,-42480
1323,-28720
1324,-44205
1325,-83849
1326,-57765
1327,-36080
1328,-57122
1329,-73309
1330,-56807
1331,-25500
1332,-37861
1333,-72850
1334,-74774
1335,-33176
1336,-54626
1337,-69534
1338,-74861
1339,-26426
1340,-31632
1341,-52660
1342,-83089
1343,-39392
1344,-44671
1345,-69956
1346,-87732
1347,-34582
1348,-25381
1349,-41311
1350,-79057
1351,-59607
1352,-34626
1353,-55152
1354,-78428
1355,-58296
1356,-24424
1357,-37796
1358,-65381
1359,-78733
1360,-33457
1361,-48485
1362,-62027
1363,-70464
1364,-28608
1365,-33038
1366,-52139
1367,-79427
1368,-37967
1369,-44268
1370,-63369
1371,-76971
1372,-39057
1373,-26601
1374,-43215
1375,-84892
1376,-52257
1377,-36064
1378,-61219
1379,-77201
1380,-53118
1381,-21357
1382,-34421
1383,-61845
1384,-69222
1385,-32911
1386,-50795
1387,-76346
1388,-75356
1389,-23019
1390,-29484
1391,-46442
1392,-82071
1393,-41367
1394,-39059
1395,-55536
1396,-73367
1397,-37502
1398,-25807
1399,-41604
1400,-82337
1401,-56594
1402,-32331
1403,-52786
1404,-69512
1405,-55899
1406,-23536
1407,-34679
1408,-70116
1409,-76091
1410,-31425
1411,-52737
1412,-67597
1413,-70934
1414,-24950
1415,-29056
1416,-51903
1417,-85129
1418,-37906
1419,-43206
1420,-66766
1421,-83639
1422,-34140
1423,-24487
1424,-39984
1425,-76630
1426,-61261
1427,-34895
1428,-57361
1429,-81598
1430,-55339
1431,-22436
1432,-36999
1433,-63959
1434,-82120
1435,-35375
1436,-48664
1437,-66610
1438,-73567
1439,-28001
1440,-32590
1441,-52958
1442,-86110
1443,-41975
1444,-43891
1445,-61099
1446,-75562
1447,-41068
1448,-28852
1449,-46014
1450,-85369
1451,-55322
1452,-37623
1453,-62709
1454,-78637
1455,-56390
1456,-23741
1457,-36484
1458,-68034
1459,-75163
1460,-34746
1461,-50587
1462,-74986
1463,-75427
1464,-23324
1465,-31144
1466,-50609
1467,-87973
1468,-45163
1469,-40102
1470,-63213
1471,-83998
1472,-39407
1473,-27045
1474,-42721
1475,-81564
1476,-60145
1477,-34704
1478,-56062
1479,-73034
1480,-56811
1481,-25194
1482,-38124
1483,-69193
1484,-76303
1485,-33178
1486,-53387
1487,-66193
1488,-72108
1489,-27559
1490,-31617
1491,-52941
1492,-84822
1493,-39239
1494,-43412
1495,-63187
1496,-83729
1497,-36086
1498,-24777
1499,-41404
1500,-76333
1501,-56026
1502,-34568
1503,-57808
1504,-81741
1505,-56953
1506,-22845
1507,-37746
1508,-62963
1509,-77701
1510,-34337
1511,-46181
1512,-65049
1513,-77688
1514,-30257
1515,-33239
1516,-52890
1517,-80224
1518,-37596
1519,-44369
1520,-63294
1521,-78662
1522,-41558
1523,-26341
1524,-42771
1525,-84044
1526,-57228
1527,-36264
1528,-58694
1529,-76364
1530,-57500
1531,-23152
1532,-35425
1533,-62124
1534,-70770
1535,-33847
1536,-53407
1537,-78699
1538,-77121
1539,-22864
1540,-30835
1541,-50416
1542,-85833
1543,-45081
1544,-40388
1545,-61602
1546,-81202
1547,-39352
1548,-26977
1549,-41776
1550,-77859
1551,-60029
1552,-34466
1553,-53774
1554,-71399
1555,-59552
1556,-25771
1557,-37741
1558,-66608
1559,-67412
1560,-33030
1561,-53696
1562,-70451
1563,-77046
1564,-27129
1565,-30711
1566,-50612
1567,-79641
1568,-38893
1569,-47482
1570,-69472
1571,-88904
1572,-40167
1573,-25764
1574,-42467
1575,-79717
1576,-61582
1577,-35196
1578,-57912
1579,-81851
1580,-57549
1581,-23306
1582,-37669
1583,-62673
1584,-79491
1585,-34804
1586,-48774
1587,-65633
1588,-76327
1589,-30808
1590,-33569
1591,-52512
1592,-86561
1593,-41704
1594,-43355
1595,-63219
1596,-75382
1597,-39856
1598,-27481
1599,-43650
1600,-84767
1601,-57960
1602,-36160
1603,-62715
1604,-73455
1605,-57457
1606,-24014
1607,-36546
1608,-64632
1609,-73575
1610,-33639
1611,-50850
1612,-75031
1613,-77185
1614,-24898
1615,-30772
1616,-50061
1617,-86527
1618,-46054
1619,-42611
1620,-67111
1621,-85056
1622,-39613
1623,-26890
1624,-42747
1625,-78985
1626,-62412
1627,-34696
1628,-56434
1629,-73274
1630,-59803
1631,-25193
1632,-37324
1633,-69209
1634,-79604
1635,-33684
1636,-50816
1637,-64821
1638,-72833
1639,-28189
1640,-32369
1641,-52066
1642,-80391
1643,-39411
1644,-44182
1645,-64375
1646,-82296
1647,-41282
1648,-25090
1649,-40934
1650,-80429
1651,-54794
1652,-35135
1653,-59332
1654,-80407
1655,-54551
1656,-20789
1657,-35291
1658,-60867
1659,-77222
1660,-34770
1661,-46134
1662,-67858
1663,-77991
1664,-28314
1665,-32274
1666,-50839
1667,-88134
1668,-44949
1669,-40591
1670,-57447
1671,-76076
1672,-43436
1673,-28826
1674,-43760
1675,-78074
1676,-55562
1677,-35379
1678,-59808
1679,-74846
1680,-60711
1681,-24319
1682,-36310
1683,-66262
1684,-72744
1685,-34312
1686,-51411
1687,-69770
1688,-74178
1689,-25657
1690,-30946
1691,-50663
1692,-83417
1693,-43977
1694,-42463
1695,-68292
1696,-85672
1697,-39736
1698,-26161
1699,-41799
1700,-76567
1701,-63616
1702,-33793
1703,-53576
1704,-69283
1705,-56612
1706,-24142
1707,-36707
1708,-63870
1709,-75976
1710,-32324
1711,-47109
1712,-60866
1713,-67682
1714,-25430
1715,-25758
1716,-45258
1717,-79063
1718,-32905
1719,-36239
1720,-58828
1721,-77751
1722,-36880
1723,-22466
1724,-39023
1725,-76546
1726,-60562
1727,-40851
1728,-66053
1729,-86877
1730,-62600
1731,-24699
1732,-39720
1733,-64264
1734,-81974
1735,-36237
1736,-48134
1737,-69376
1738,-77249
1739,-27127
1740,-30577
1741,-47910
1742,-83781
1743,-43762
1744,-39983
1745,-58078
1746,-78269
1747,-44609
1748,-28242
1749,-44221
1750,-80088
1751,-58640
1752,-35596
1753,-63014
1754,-73885
1755,-56729
1756,-24261
1757,-36906
1758,-68316
1759,-76182
1760,-32677
1761,-55375
1762,-70087
1763,-73013
1764,-25768
1765,-29098
1766,-50520
1767,-89816
1768,-43284
1769,-42132
1770,-66021
1771,-84620
1772,-37792
1773,-24381
1774,-40026
1775,-71599
1776,-56477
1777,-33197
1778,-54804
1779,-76343
1780,-60336
1781,-23647
1782,-35864
1783,-63513
1784,-81331
1785,-33740
1786,-47606
1787,-61661
1788,-69524
1789,-28219
1790,-30759
1791,-49846
1792,-85573
1793,-41801
1794,-43735
1795,-62477
1796,-74987
1797,-41811
1798,-24542
1799,-40878
1800,-79380
1801,-55516
1802,-33263
1803,-56758
1804,-77761
1805,-60210
1806,-22367
1807,-33912
1808,-61037
1809,-77733
1810,-34242
1811,-45039
1812,-69666
1813,-74411
1814,-24264
1815,-28606
1816,-45408
1817,-81102
1818,-44377
1819,-38238
1820,-58210
1821,-78074
1822,-42046
1823,-25697
1824,-40182
1825,-78301
1826,-60514
1827,-32521
1828,-55577
1829,-68314
1830,-60427
1831,-23152
1832,-34031
1833,-63115
1834,-74673
1835,-31069
1836,-49184
1837,-68514
1838,-78915
1839,-27034
1840,-28526
1841,-49280
1842,-84799
1843,-41444
1844,-41084
1845,-65419
1846,-84345
1847,-38230
1848,-23607
1849,-39492
1850,-72627
1851,-63242
1852,-33996
1853,-54746
1854,-75090
1855,-59197
1856,-23182
1857,-37452
1858,-61311
1859,-80046
1860,-35417
1861,-47000
1862,-61011
1863,-72614
1864,-30056
1865,-32803
1866,-52782
1867,-88550
1868,-43290
1869,-43071
1870,-64466
1871,-73636
1872,-40794
1873,-26260
1874,-42104
1875,-81744
1876,-59157
1877,-35503
1878,-59673
1879,-78036
1880,-63389
1881,-23451
1882,-35752
1883,-64839
1884,-79222
1885,-35449
1886,-51711
1887,-76154
1888,-82390
1889,-25900
1890,-30354
1891,-46577
1892,-80492
1893,-46294
1894,-38036
1895,-58182
1896,-78357
1897,-42011
1898,-26456
1899,-41876
1900,-76954
1901,-64245
1902,-33600
1903,-53962
1904,-71935
1905,-67047
1906,-26910
1907,-36916
1908,-64947
1909,-75102
1910,-33854
1911,-50179
1912,-66672
1913,-74568
1914,-29705
1915,-31709
1916,-53360
1917,-94153
1918,-44028
1919,-43609
1920,-64437
1921,-83738
1922,-40759
1923,-24101
1924,-39019
1925,-77348
1926,-61057
1927,-35636
1928,-58494
1929,-81646
1930,-60861
1931,-21600
1932,-35276
1933,-57535
1934,-75382
1935,-34601
1936,-45202
1937,-63479
1938,-79238
1939,-29673
1940,-30994
1941,-50111
1942,-88397
1943,-46199
1944,-41022
1945,-61284
1946,-73043
1947,-41894
1948,-27360
1949,-43390
1950,-85957
1951,-62059
1952,-34728
1953,-59342
1954,-72655
1955,-62142
1956,-24126
1957,-35152
1958,-63401
1959,-74312
1960,-34188
1961,-52502
1962,-73257
1963,-78257
1964,-24759
1965,-28987
1966,-47186
1967,-83354
1968,-46956
1969,-39214
1970,-63664
1971,-85267
1972,-43069
1973,-25148
1974,-41769
1975,-74399
1976,-62326
1977,-33769
1978,-53040
1979,-69158
1980,-60459
1981,-24724
1982,-35879
1983,-61217
1984,-79357
1985,-34250
1986,-47870
1987,-60946
1988,-69246
1989,-29381
1990,-31755
1991,-50702
1992,-87327
1993,-43205
1994,-43207
1995,-64986
1996,-83352
1997,-44562
1998,-24864
1999,-40141
2000,-78318
2001,-59068
2002,-35448
2003,-59959
2004,-83119
2005,-60476
2006,-20677
2007,-34817
2008,-58073
2009,-78828
2010,-36330
2011,-47337
2012,-69602
2013,-80371
2014,-28673
2015,-30914
2016,-48967
2017,-88354
2018,-48404
2019,-37649
2020,-55152
2021,-73864
2022,-43556
2023,-27171
2024,-41992
2025,-77266
2026,-60886
2027,-34109
2028,-59283
2029,-74026
2030,-66991
2031,-24981
2032,-35640
2033,-64433
2034,-75772
2035,-33241
2036,-54096
2037,-69754
2038,-79729
2039,-28464
2040,-29269
2041,-47812
2042,-84938
2043,-46096
2044,-40570
2045,-65254
2046,-90447
2047,-41851
2048,-24676
2049,-41377
2050,-74769
2051,-62529
2052,-33124
2053,-53763
2054,-75849
2055,-63473
2056,-24079
2057,-35635
2058,-58526
2059,-75249
2060,-33886
2061,-46032
2062,-60402
2063,-70907
2064,-30107
2065,-30626
2066,-49450
2067,-84484
2068,-42311
2069,-43330
2070,-65479
2071,-74996
2072,-43674
2073,-25303
2074,-40250
2075,-79184
2076,-59491
2077,-34273
2078,-58700
2079,-82766
2080,-68277
2081,-22896
2082,-34421
2083,-63088
2084,-78911
2085,-35201
2086,-47715
2087,-73574
2088,-75151
2089,-24867
2090,-28336
2091,-46216
2092,-85206
2093,-48131
2094,-36887
2095,-57694
2096,-76734
2097,-42571
2098,-25388
2099,-40582
2100,-75969
2101,-64425
2102,-33320
2103,-54822
2104,-67489
2105,-60742
2106,-24807
2107,-35892
2108,-65971
2109,-86088
2110,-35664
2111,-52529
2112,-69236
2113,-75377
2114,-29646
2115,-29809
2116,-49219
2117,-84720
2118,-43601
2119,-42184
2120,-64194
2121,-88312
2122,-43492
2123,-24037
2124,-40461
2125,-73519
2126,-63815
2127,-34712
2128,-56300
2129,-80641
2130,-63037
2131,-22459
2132,-35309
2133,-56487
2134,-78694
2135,-37214
2136,-45967
2137,-61795
2138,-77248
2139,-30319
2140,-31658
2141,-49267
2142,-89984
2143,-48966
2144,-40664
2145,-61461
2146,-77099
2147,-45717
2148,-24443
2149,-38620
2150,-77541
2151,-55286
2152,-29341
2153,-56214
2154,-67579
2155,-58420
2156,-17432
2157,-26955
2158,-57026
2159,-72332
2160,-30889
2161,-52091
2162,-74924
2163,-83369
2164,-31014
2165,-35194
2166,-53301
2167,-89763
2168,-52345
2169,-42620
2170,-65485
2171,-88547
2172,-45018
2173,-23701
2174,-39189
2175,-75164
2176,-72420
2177,-33074
2178,-50249
2179,-70272
2180,-63549
2181,-25728
2182,-36719
2183,-62608
2184,-85314
2185,-35827
2186,-50954
2187,-64050
2188,-73124
2189,-30767
2190,-30852
2191,-50581
2192,-88310
2193,-43646
2194,-43270
2195,-65000
2196,-77755
2197,-43343
2198,-24403
2199,-40196
2200,-77227
2201,-59970
2202,-35302
2203,-58552
2204,-79286
2205,-65287
2206,-21218
2207,-33609
2208,-59384
2209,-85136
2210,-37607
2211,-47928
2212,-70242
2213,-77697
2214,-28594
2215,-29084
2216,-46616
2217,-87884
2218,-49483
2219,-37361
2220,-54867
2221,-80031
2222,-48656
2223,-26906
2224,-40725
2225,-76945
2226,-64894
2227,-33582
2228,-56811
2229,-69115
2230,-67714
2231,-26245
2232,-35617
2233,-61908
2234,-76674
2235,-33855
2236,-53390
2237,-68319
2238,-74884
2239,-27907
2240,-27214
2241,-46102
2242,-81427
2243,-42722
2244,-38585
2245,-63072
2246,-84760
2247,-41697
2248,-22793
2249,-38437
2250,-68842
2251,-64219
2252,-32051
2253,-53799
2254,-73486
2255,-62740
2256,-23056
2257,-32888
2258,-55317
2259,-81960
2260,-34186
2261,-42891
2262,-56756
2263,-70983
2264,-30209
2265,-28932
2266,-46131
2267,-80484
2268,-40945
2269,-37621
2270,-62092
2271,-75203
2272,-44184
2273,-22914
2274,-38599
2275,-76508
2276,-57743
2277,-31474
2278,-58581
2279,-73627
2280,-63356
2281,-21437
2282,-32491
2283,-59507
2284,-77944
2285,-34352
2286,-47024
2287,-74556
2288,-82994
2289,-25502
2290,-28499
2291,-44109
2292,-80029
2293,-52143
2294,-36858
2295,-58156
2296,-76581
2297,-45058
2298,-26427
2299,-40697
2300,-78937
2301,-74172
2302,-35119
2303,-57932
2304,-69262
2305,-63665
2306,-26987
2307,-36858
2308,-62110
2309,-82050
2310,-36183
2311,-52204
2312,-67718
2313,-75406
2314,-31462
2315,-30831
2316,-49927
2317,-88504
2318,-46707
2319,-41901
2320,-63998
2321,-83463
2322,-44871
2323,-24410
2324,-39101
2325,-73845
2326,-65252
2327,-33961
2328,-55571
2329,-83335
2330,-66034
2331,-22252
2332,-34779
2333,-57528
2334,-81111
2335,-37266
2336,-46652
2337,-65730
2338,-83428
2339,-35314
2340,-31629
2341,-48552
2342,-88306
2343,-48751
2344,-39492
2345,-58519
2346,-70739
2347,-44777
2348,-26269
2349,-40620
2350,-77044
2351,-64289
2352,-34214
2353,-60159
2354,-68590
2355,-62989
2356,-24602
2357,-34782
2358,-62472
2359,-78603
2360,-35371
2361,-52365
2362,-74219
2363,-81333
2364,-26561
2365,-27659
2366,-45719
2367,-82232
2368,-46495
2369,-36791
2370,-60276
2371,-85550
2372,-46570
2373,-24256
2374,-39422
2375,-67836
2376,-62511
2377,-32444
2378,-50235
2379,-69133
2380,-65691
2381,-26119
2382,-36291
2383,-61271
2384,-80581
2385,-35151
2386,-49479
2387,-64153
2388,-74857
2389,-31286
2390,-30217
2391,-48104
2392,-83645
2393,-43844
2394,-42576
2395,-66758
2396,-79079
2397,-46126
2398,-24999
2399,-39771
2400,-75176
2401,-64912
2402,-35557
2403,-60177
2404,-79143
2405,-63887
2406,-21781
2407,-34526
2408,-58273
2409,-84699
2410,-38444
2411,-46389
2412,-65744
2413,-80516
2414,-32672
2415,-29370
2416,-46290
2417,-83771
2418,-48606
2419,-36751
2420,-56995
2421,-77913
2422,-49836
2423,-26692
2424,-39856
2425,-75287
2426,-65832
2427,-34030
2428,-60361
2429,-73013
2430,-66802
2431,-25492
2432,-35977
2433,-61934
2434,-78036
2435,-33864
2436,-51558
2437,-69247
2438,-81337
2439,-31187
2440,-29010
2441,-45946
2442,-80824
2443,-46255
2444,-39911
2445,-65165
2446,-87782
2447,-43138
2448,-23264
2449,-38862
2450,-67075
2451,-66938
2452,-33194
2453,-51581
2454,-77587
2455,-69009
2456,-24169
2457,-34363
2458,-55266
2459,-74474
2460,-33765
2461,-46037
2462,-61839
2463,-74316
2464,-30424
2465,-30481
2466,-49907
2467,-86766
2468,-46004
2469,-41789
2470,-65060
2471,-75670
2472,-47636
2473,-24902
2474,-38576
2475,-75382
2476,-63282
2477,-34831
2478,-59088
2479,-77382
2480,-67942
2481,-22273
2482,-32617
2483,-57892
2484,-79517
2485,-35486
2486,-51447
2487,-77641
2488,-88390
2489,-28792
2490,-28232
2491,-44417
2492,-83949
2493,-55984
2494,-37199
2495,-57892
2496,-76329
2497,-46711
2498,-25469
2499,-40549
2500,-75691
2501,-71931
2502,-34002
2503,-54819
2504,-70299
2505,-69391
2506,-26379
2507,-35129
2508,-59316
2509,-79760
2510,-35027
2511,-50621
2512,-67139
2513,-72659
2514,-29857
2515,-28290
2516,-47215
2517,-85264
2518,-45194
2519,-40791
2520,-65266
2521,-82344
2522,-45620
2523,-23168
2524,-37422
2525,-70720
2526,-69307
2527,-34791
2528,-55628
